Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Density (g/cc)
201,1230,A,15,H,3,120,120.82,1.466
201,1230,A,15,H,4,10,121.22,1.319
201,1230,A,15,H,4,20,121.32,1.414
201,1230,A,15,H,4,40,121.52,1.427
201,1230,A,15,H,4,50,121.62,1.487
201,1230,A,15,H,4,60,121.72,1.417
201,1230,A,15,H,4,70,121.82,1.49
201,1230,A,15,H,4,80,121.92,1.246
201,1230,A,15,H,4,90,122.02,1.408
201,1230,A,15,H,4,100,122.12,1.345
201,1230,A,15,H,4,110,122.22,1.352
201,1230,A,15,H,4,120,122.32,1.44
201,1230,A,15,H,4,130,122.42,1.439
201,1230,A,15,H,4,140,122.52,1.439
201,1230,A,15,H,5,10,122.72,1.39
201,1230,A,15,H,5,20,122.82,0.902
201,1230,A,15,H,5,30,122.92,1.426
201,1230,A,15,H,5,40,123.02,1.433
201,1230,A,15,H,5,50,123.12,1.436
201,1230,A,15,H,5,60,123.22,1.572
201,1230,A,15,H,5,70,123.32,1.535
201,1230,A,15,H,5,80,123.42,1.591
201,1230,A,15,H,5,100,123.62,1.532
201,1230,A,15,H,5,110,123.72,1.452
201,1230,A,15,H,5,120,123.82,0.966
201,1230,A,15,H,5,130,123.92,1.196
201,1230,A,15,H,7,10,125.64,1.514
201,1230,A,15,H,7,20,125.74,1.523
201,1230,A,15,H,7,30,125.84,1.5
201,1230,A,15,H,7,40,125.94,1.476
201,1230,A,15,H,7,50,126.04,1.516
201,1230,A,15,H,7,60,126.14,1.555
201,1230,A,15,H,7,70,126.24,1.505
201,1230,A,15,H,7,80,126.34,1.51
201,1230,A,15,H,7,90,126.44,1.517
201,1230,A,15,H,7,100,126.54,1.478
201,1230,A,15,H,7,110,126.64,1.494
201,1230,A,15,H,7,120,126.74,1.426
201,1230,A,15,H,8,10,127.14,1.266
201,1230,A,15,H,8,20,127.24,1.324
201,1230,A,15,H,8,30,127.34,1.47
201,1230,A,15,H,8,40,127.44,1.457
201,1230,A,15,H,8,50,127.54,1.496
201,1230,A,15,H,8,60,127.64,1.507
201,1230,A,15,H,8,70,127.74,1.532
201,1230,A,17,H,1,10,129.4,0.99
201,1230,A,17,H,1,20,129.5,0.934
201,1230,A,17,H,1,30,129.6,1.143
201,1230,A,17,H,1,40,129.7,1.395
201,1230,A,17,H,1,50,129.8,1.094
201,1230,A,17,H,1,60,129.9,1.235
201,1230,A,17,H,1,70,130,1.281
201,1230,A,17,H,1,80,130.1,1.551
201,1230,A,17,H,1,90,130.2,1.509
201,1230,A,17,H,1,110,130.4,1.486
201,1230,A,17,H,1,120,130.5,0.36
201,1230,A,17,H,2,10,130.9,1.507
201,1230,A,17,H,2,20,131,1.499
201,1230,A,17,H,2,30,131.1,1.48
201,1230,A,17,H,2,40,131.2,1.464
201,1230,A,17,H,2,50,131.3,1.492
201,1230,A,17,H,2,60,131.4,1.469
201,1230,A,17,H,2,70,131.5,1.531
201,1230,A,17,H,2,80,131.6,1.425
201,1230,A,17,H,2,90,131.7,1.57
201,1230,A,17,H,2,100,131.8,1.477
201,1230,A,17,H,2,110,131.9,1.542
201,1230,A,17,H,2,120,132,1.565
201,1230,A,17,H,2,130,132.1,1.508
201,1230,A,17,H,3,10,132.4,1.569
201,1230,A,17,H,3,20,132.5,1.568
201,1230,A,17,H,3,30,132.6,1.607
201,1230,A,17,H,3,40,132.7,1.539
201,1230,A,17,H,3,50,132.8,1.551
201,1230,A,17,H,3,60,132.9,1.625
201,1230,A,17,H,3,70,133,1.557
201,1230,A,17,H,3,80,133.1,1.583
201,1230,A,17,H,3,90,133.2,1.59
201,1230,A,17,H,3,100,133.3,1.56
201,1230,A,17,H,3,110,133.4,1.559
201,1230,A,17,H,3,120,133.5,1.575
201,1230,A,17,H,3,130,133.6,1.532
201,1230,A,17,H,4,10,133.9,1.521
201,1230,A,17,H,4,20,134,1.386
201,1230,A,17,H,4,30,134.1,1.542
201,1230,A,18,H,1,10,138.9,1.308
201,1230,A,18,H,1,20,139,1.535
201,1230,A,18,H,1,30,139.1,1.489
201,1230,A,18,H,1,40,139.2,1.5
201,1230,A,18,H,1,50,139.3,1.161
201,1230,A,18,H,1,60,139.4,1.444
201,1230,A,18,H,1,70,139.5,1.535
201,1230,A,18,H,1,80,139.6,1.49
201,1230,A,18,H,1,90,139.7,1.5
201,1230,A,18,H,1,100,139.8,1.421
201,1230,A,18,H,2,10,140.4,-0.209
201,1230,A,18,H,2,30,140.6,1.529
201,1230,A,18,H,2,50,140.8,1.468
201,1230,A,18,H,2,60,140.9,1.512
201,1230,A,18,H,2,90,141.2,-0.24
201,1230,A,18,H,2,100,141.3,1.407
201,1230,A,18,H,3,104,142.84,1.543
201,1230,A,18,H,3,108,142.88,1.578
201,1230,A,18,H,3,112,142.92,1.583
201,1230,A,18,H,3,116,142.96,1.59
201,1230,A,18,H,3,120,143,1.545
201,1230,A,18,H,3,124,143.04,1.54
201,1230,A,18,H,3,128,143.08,1.538
201,1230,A,18,H,3,132,143.12,1.505
201,1230,A,18,H,3,136,143.16,1.488
201,1230,A,18,H,3,140,143.2,1.453
201,1230,A,18,H,3,144,143.24,1.421
201,1230,A,19,H,1,32,148.62,1.015
201,1230,A,19,H,1,42,148.72,1.253
201,1230,A,19,H,1,52,148.82,1.481
201,1230,A,19,H,1,62,148.92,1.474
201,1230,A,19,H,1,72,149.02,1.48
201,1230,A,19,H,1,82,149.12,1.283
201,1230,A,19,H,1,112,149.42,1.212
201,1230,A,19,H,1,122,149.52,1.25
201,1230,A,19,H,2,10,149.9,1.484
201,1230,A,19,H,2,30,150.1,1.517
201,1230,A,19,H,2,40,150.2,1.499
201,1230,A,19,H,2,60,150.4,1.402
201,1230,A,21,H,1,10,158.9,1.36
201,1230,A,21,H,1,20,159,1.452
201,1230,A,21,H,1,30,159.1,1.448
201,1230,A,21,H,1,70,159.5,1.416
201,1230,A,21,H,2,10,159.8,1.429
201,1230,A,21,H,2,10,159.8,1.405
201,1230,A,21,H,2,20,159.9,1.489
201,1230,A,21,H,2,20,159.9,1.495
201,1230,A,21,H,2,30,160,1.482
201,1230,A,21,H,2,30,160,1.406
201,1230,A,21,H,2,40,160.1,1.533
201,1230,A,21,H,2,40,160.1,1.51
201,1230,A,21,H,2,50,160.2,1.442
201,1230,A,21,H,2,50,160.2,1.476
201,1230,A,21,H,4,10,161.88,1.524
201,1230,A,21,H,4,20,161.98,1.477
201,1230,A,21,H,4,30,162.08,1.454
201,1230,A,21,H,4,40,162.18,1.462
201,1230,A,21,H,4,50,162.28,1.455
201,1230,A,21,H,4,60,162.38,1.409
201,1230,A,22,H,1,10,168.4,0.939
201,1230,A,22,H,1,20,168.5,1.21
201,1230,A,22,H,1,30,168.6,1.523
201,1230,A,22,H,1,40,168.7,1.471
201,1230,A,22,H,1,50,168.8,1.453
201,1230,A,22,H,1,60,168.9,1.539
201,1230,A,22,H,1,70,169,1.494
201,1230,A,22,H,3,10,170.73,1.556
201,1230,A,22,H,3,20,170.83,1.576
201,1230,A,23,H,1,10,177.9,1.28
201,1230,A,23,H,1,20,178,1.031
201,1230,A,23,H,1,30,178.1,1.258
201,1230,A,24,H,1,10,187.4,1.273
201,1230,A,24,H,1,20,187.5,1.387
201,1230,A,24,H,1,30,187.6,1.43
201,1230,A,24,H,1,40,187.7,1.576
201,1230,A,24,H,1,50,187.8,1.499
201,1230,A,24,H,1,60,187.9,1.38
201,1230,A,24,H,1,70,188,1.561
201,1230,A,24,H,1,80,188.1,1.563
201,1230,A,24,H,1,90,188.2,1.562
201,1230,A,24,H,1,100,188.3,1.572
201,1230,A,24,H,1,110,188.4,1.593
201,1230,A,24,H,1,120,188.5,1.47
201,1230,A,26,H,1,4,198.84,1.198
201,1230,A,26,H,1,8,198.88,1.33
201,1230,A,26,H,1,12,198.92,1.18
201,1230,A,26,H,1,16,198.96,1.636
201,1230,A,26,H,1,20,199,1.907
201,1230,A,26,H,1,24,199.04,1.673
201,1230,A,26,H,1,28,199.08,1.487
201,1230,A,26,H,1,32,199.12,1.681
201,1230,A,26,H,1,40,199.2,1.656
201,1230,A,26,H,1,44,199.24,1.613
201,1230,A,28,H,1,10,215.9,1.32
201,1230,A,28,H,1,20,216,1.412
201,1230,A,28,H,1,30,216.1,1.555
201,1230,A,29,H,CC,10,225.4,1.404
201,1230,A,29,H,CC,20,225.5,0.97
201,1230,A,31,X,1,10,229.7,2.546
201,1230,A,31,X,1,20,229.8,1.786
201,1230,A,31,X,1,30,229.9,1.977
201,1230,A,31,X,1,40,230,1.971
201,1230,A,31,X,1,50,230.1,1.835
201,1230,A,31,X,1,60,230.2,1.934
201,1230,A,31,X,1,70,230.3,1.806
201,1230,A,31,X,1,80,230.4,1.977
201,1230,A,31,X,1,90,230.5,2.003
201,1230,A,31,X,1,100,230.6,1.665
201,1230,A,31,X,1,110,230.7,1.598
201,1230,A,31,X,1,120,230.8,1.523
201,1230,A,33,X,1,10,234.5,1.541
201,1230,A,33,X,1,20,234.6,1.658
201,1230,A,33,X,1,30,234.7,1.542
201,1230,A,33,X,1,40,234.8,1.55
201,1230,A,33,X,1,50,234.9,2.07
201,1230,A,33,X,1,60,235,1.7
201,1230,A,33,X,1,70,235.1,1.521
201,1230,A,33,X,1,80,235.2,1.828
201,1230,A,33,X,1,90,235.3,1.636
201,1230,A,33,X,1,100,235.4,1.608
201,1230,A,33,X,1,110,235.5,1.685
201,1230,A,33,X,1,120,235.6,1.934
201,1230,A,33,X,2,10,236,1.361
201,1230,A,33,X,2,20,236.1,1.764
201,1230,A,33,X,2,30,236.2,1.915
201,1230,A,33,X,2,40,236.3,1.89
201,1230,A,33,X,2,50,236.4,1.838
201,1230,A,33,X,2,60,236.5,1.705
201,1230,A,33,X,2,70,236.6,1.59
201,1230,A,33,X,2,80,236.7,1.74
201,1230,A,33,X,2,90,236.8,1.569
201,1230,A,33,X,2,100,236.9,1.538
201,1230,A,33,X,2,110,237,1.565
201,1230,A,33,X,2,120,237.1,1.665
201,1230,A,34,H,1,10,244.1,1.597
201,1230,A,34,H,1,20,244.2,2.149
201,1230,A,34,H,1,30,244.3,1.984
201,1230,A,34,H,1,40,244.4,1.904
201,1230,A,34,H,1,50,244.5,1.771
201,1230,A,35,X,1,10,245.1,1.734
201,1230,A,35,X,1,20,245.2,1.732
201,1230,A,35,X,1,30,245.3,1.77
201,1230,A,35,X,1,40,245.4,1.851
201,1230,A,35,X,1,50,245.5,1.893
201,1230,A,35,X,1,60,245.6,1.823
201,1230,A,35,X,1,70,245.7,1.892
201,1230,A,35,X,1,80,245.8,1.865
201,1230,A,35,X,1,90,245.9,1.746
201,1230,A,35,X,1,100,246,1.809
201,1230,A,35,X,1,110,246.1,1.581
201,1230,A,35,X,1,120,246.2,1.517
201,1230,A,35,X,1,130,246.3,1.553
201,1230,A,35,X,2,40,246.96,1.58
201,1230,A,35,X,2,60,247.16,1.622
201,1230,A,35,X,2,70,247.26,1.614
201,1230,A,35,X,2,80,247.36,1.684
201,1230,A,35,X,2,90,247.46,1.694
201,1230,A,35,X,2,100,247.56,1.609
201,1230,A,35,X,2,110,247.66,1.594
201,1230,A,35,X,2,120,247.76,1.595
201,1230,A,35,X,2,130,247.86,1.593
201,1230,A,35,X,2,140,247.96,1.534
201,1230,A,35,X,4,30,249.86,1.469
201,1230,A,35,X,4,40,249.96,1.516
201,1230,A,35,X,4,50,250.06,0.487
201,1230,A,35,X,4,60,250.16,-0.168
201,1230,A,35,X,4,70,250.26,-0.207
201,1230,A,35,X,4,80,250.36,-0.21
201,1230,A,35,X,4,90,250.46,-0.127
201,1230,A,35,X,4,100,250.56,0.623
201,1230,A,35,X,4,110,250.66,1.757
201,1230,A,35,X,4,120,250.76,1.777
201,1230,A,35,X,4,130,250.86,1.819
201,1230,A,35,X,5,10,251.16,1.516
201,1230,A,35,X,5,20,251.26,1.553
201,1230,A,35,X,5,30,251.36,-0.129
201,1230,A,35,X,5,40,251.46,1.551
201,1230,A,35,X,5,50,251.56,1.606
201,1230,A,35,X,5,60,251.66,1.558
201,1230,A,35,X,5,70,251.76,1.614
201,1230,A,35,X,5,80,251.86,1.501
201,1230,A,35,X,5,90,251.96,1.471
201,1230,A,35,X,6,10,252.17,1.389
201,1230,A,35,X,6,20,252.27,1.445
201,1230,A,35,X,6,30,252.37,1.453
201,1230,A,35,X,6,40,252.47,1.315
201,1230,A,35,X,6,50,252.57,1.315
201,1230,A,35,X,6,60,252.67,1.543
201,1230,A,35,X,6,70,252.77,1.432
201,1230,A,35,X,6,80,252.87,1.574
201,1230,A,35,X,6,90,252.97,1.462
201,1230,A,35,X,6,100,253.07,1.239
201,1230,A,35,X,6,110,253.17,1.413
201,1230,A,35,X,6,120,253.27,1.231
201,1230,A,35,X,7,10,253.67,0.944
201,1230,A,35,X,7,20,253.77,0.676
201,1230,A,35,X,7,30,253.87,1.032
201,1230,A,35,X,7,40,253.97,0.898
201,1230,A,35,X,7,50,254.07,1.15
201,1230,A,37,X,1,10,257.7,0.358
201,1230,A,37,X,1,20,257.8,0.234
201,1230,A,37,X,1,30,257.9,1.459
201,1230,A,38,X,1,10,267.3,1.318
201,1230,A,38,X,1,20,267.4,1.453
201,1230,A,38,X,1,30,267.5,1.215
201,1230,A,38,X,1,40,267.6,1.463
201,1230,B,1,H,1,20,0.2,1.426
201,1230,B,1,H,1,30,0.3,1.425
201,1230,B,1,H,1,60,0.6,1.402
201,1230,B,1,H,1,70,0.7,1.465
201,1230,B,1,H,1,100,1,1.446
201,1230,B,1,H,1,110,1.1,1.431
201,1230,B,1,H,1,140,1.4,1.421
201,1230,B,1,H,2,20,1.7,1.441
201,1230,B,1,H,2,30,1.8,1.403
201,1230,B,1,H,2,40,1.9,1.398
201,1230,B,1,H,2,50,2,1.417
201,1230,B,1,H,2,60,2.1,1.559
201,1230,B,1,H,2,70,2.2,1.382
201,1230,B,1,H,2,100,2.5,1.41
201,1230,B,1,H,2,110,2.6,1.421
201,1230,B,1,H,2,120,2.7,1.44
201,1230,B,1,H,2,130,2.8,1.421
201,1230,B,1,H,2,140,2.9,1.41
201,1230,B,1,H,3,10,3.1,1.451
201,1230,B,1,H,3,20,3.2,1.474
201,1230,B,1,H,3,30,3.3,1.421
201,1230,B,1,H,3,40,3.4,1.428
201,1230,B,1,H,3,50,3.5,1.421
201,1230,B,1,H,3,60,3.6,1.426
201,1230,B,1,H,3,70,3.7,1.391
201,1230,B,1,H,3,80,3.8,1.448
201,1230,B,1,H,3,90,3.9,1.393
201,1230,B,1,H,3,100,4,1.399
201,1230,B,1,H,3,110,4.1,1.426
201,1230,B,1,H,3,120,4.2,1.452
201,1230,B,1,H,3,130,4.3,1.429
201,1230,B,1,H,3,140,4.4,1.43
201,1230,B,1,H,4,10,4.6,1.632
201,1230,B,1,H,4,20,4.7,1.453
201,1230,B,1,H,4,30,4.8,1.421
201,1230,B,1,H,4,40,4.9,1.422
201,1230,B,1,H,4,50,5,1.44
201,1230,B,2,H,1,20,3.2,1.488
201,1230,B,2,H,1,30,3.3,1.521
201,1230,B,2,H,1,40,3.4,1.639
201,1230,B,2,H,1,50,3.5,1.47
201,1230,B,2,H,1,80,3.8,1.518
201,1230,B,2,H,1,90,3.9,1.515
201,1230,B,2,H,1,100,4,1.638
201,1230,B,2,H,1,110,4.1,1.625
201,1230,B,2,H,1,120,4.2,1.628
201,1230,B,2,H,1,130,4.3,1.618
201,1230,B,2,H,1,140,4.4,1.627
201,1230,B,2,H,6,20,10.7,1.493
201,1230,B,2,H,6,30,10.8,1.493
201,1230,B,2,H,6,40,10.9,1.535
201,1230,B,2,H,6,50,11,1.526
201,1230,B,2,H,6,80,11.3,1.535
201,1230,B,2,H,6,90,11.4,1.518
201,1230,B,2,H,6,100,11.5,1.657
201,1230,B,2,H,6,110,11.6,1.637
201,1230,B,2,H,6,120,11.7,1.675
201,1230,B,2,H,6,130,11.8,1.608
201,1230,B,2,H,6,140,11.9,1.607
201,1230,B,2,H,7,25,12.25,1.436
201,1230,B,2,H,7,35,12.35,1.435
201,1230,B,2,H,7,45,12.45,1.436
201,1230,B,2,H,7,55,12.55,1.413
201,1230,B,2,H,7,65,12.65,1.365
201,1230,B,3,H,1,10,12.6,1.463
201,1230,B,3,H,1,20,12.7,1.518
201,1230,B,3,H,1,30,12.8,1.548
201,1230,B,3,H,1,40,12.9,1.545
201,1230,B,3,H,1,50,13,1.492
201,1230,B,3,H,1,60,13.1,1.435
201,1230,B,3,H,1,70,13.2,1.419
201,1230,B,3,H,1,80,13.3,1.46
201,1230,B,3,H,1,90,13.4,1.443
201,1230,B,3,H,1,100,13.5,1.497
201,1230,B,3,H,1,110,13.6,1.438
201,1230,B,3,H,1,120,13.7,1.392
201,1230,B,3,H,1,130,13.8,1.425
201,1230,B,3,H,1,140,13.9,1.431
201,1230,B,3,H,2,10,14.1,1.421
201,1230,B,3,H,2,20,14.2,1.474
201,1230,B,3,H,2,30,14.3,1.498
201,1230,B,3,H,2,40,14.4,1.542
201,1230,B,3,H,2,50,14.5,1.424
201,1230,B,3,H,2,60,14.6,1.466
201,1230,B,3,H,2,70,14.7,1.405
201,1230,B,3,H,2,80,14.8,1.461
201,1230,B,3,H,2,90,14.9,1.305
201,1230,B,3,H,2,100,15,1.477
201,1230,B,3,H,2,110,15.1,1.45
201,1230,B,3,H,2,120,15.2,1.476
201,1230,B,3,H,2,130,15.3,1.422
201,1230,B,3,H,2,140,15.4,1.518
201,1230,B,3,H,3,10,15.6,1.371
201,1230,B,3,H,3,20,15.7,1.299
201,1230,B,3,H,3,30,15.8,1.445
201,1230,B,3,H,3,40,15.9,1.389
201,1230,B,3,H,3,50,16,1.445
201,1230,B,3,H,3,60,16.1,1.393
201,1230,B,3,H,3,70,16.2,1.402
201,1230,B,3,H,3,80,16.3,1.486
201,1230,B,3,H,3,90,16.4,1.442
201,1230,B,3,H,3,100,16.5,1.538
201,1230,B,3,H,3,110,16.6,1.527
201,1230,B,3,H,3,120,16.7,1.507
201,1230,B,3,H,3,130,16.8,1.458
201,1230,B,3,H,4,10,17.1,1.429
201,1230,B,3,H,4,20,17.2,1.408
201,1230,B,3,H,4,30,17.3,1.428
201,1230,B,3,H,4,40,17.4,1.426
201,1230,B,3,H,4,50,17.5,1.515
201,1230,B,3,H,4,60,17.6,1.525
201,1230,B,3,H,4,70,17.7,1.527
201,1230,B,3,H,4,80,17.8,1.562
201,1230,B,3,H,4,90,17.9,1.481
201,1230,B,3,H,4,100,18,1.483
201,1230,B,3,H,4,110,18.1,1.458
201,1230,B,3,H,4,120,18.2,1.395
201,1230,B,3,H,4,130,18.3,1.426
201,1230,B,3,H,4,140,18.4,1.394
201,1230,B,3,H,5,10,18.6,1.436
201,1230,B,3,H,5,20,18.7,1.373
201,1230,B,3,H,5,30,18.8,1.498
201,1230,B,3,H,5,40,18.9,1.3
201,1230,B,3,H,5,50,19,1.503
201,1230,B,3,H,5,60,19.1,1.446
201,1230,B,3,H,5,70,19.2,1.438
201,1230,B,3,H,5,80,19.3,1.479
201,1230,B,3,H,5,90,19.4,1.333
201,1230,B,3,H,5,100,19.5,1.459
201,1230,B,3,H,5,110,19.6,1.353
201,1230,B,3,H,5,120,19.7,1.426
201,1230,B,3,H,5,130,19.8,1.441
201,1230,B,3,H,5,140,19.9,1.373
201,1230,B,3,H,6,10,20.1,1.399
201,1230,B,3,H,6,20,20.2,1.382
201,1230,B,3,H,6,30,20.3,1.333
201,1230,B,3,H,6,40,20.4,1.41
201,1230,B,3,H,6,50,20.5,1.475
201,1230,B,3,H,6,60,20.6,1.405
201,1230,B,3,H,6,70,20.7,1.436
201,1230,B,3,H,6,80,20.8,1.366
201,1230,B,3,H,6,90,20.9,1.344
201,1230,B,3,H,6,100,21,1.362
201,1230,B,3,H,6,110,21.1,1.351
201,1230,B,3,H,6,120,21.2,1.429
201,1230,B,3,H,6,130,21.3,1.37
201,1230,B,3,H,6,140,21.4,1.421
201,1230,B,3,H,7,10,21.6,1.224
201,1230,B,3,H,7,20,21.7,1.435
201,1230,B,3,H,7,30,21.8,1.406
201,1230,B,3,H,7,40,21.9,1.331
201,1230,B,3,H,7,50,22,1.378
201,1230,B,3,H,7,60,22.1,1.451
201,1230,B,5,H,1,10,24.1,1.307
201,1230,B,5,H,1,20,24.2,1.216
201,1230,B,5,H,1,30,24.3,0.073
201,1230,B,5,H,1,40,24.4,0.989
201,1230,B,5,H,1,50,24.5,0.716
201,1230,B,5,H,1,60,24.6,1.401
201,1230,B,5,H,1,70,24.7,-0.197
201,1230,B,5,H,1,80,24.8,1.237
201,1230,B,5,H,1,90,24.9,1.274
201,1230,B,5,H,1,100,25,1.332
201,1230,B,5,H,1,110,25.1,1.187
201,1230,B,5,H,1,120,25.2,1.368
201,1230,B,5,H,1,130,25.3,1.406
201,1230,B,5,H,1,140,25.4,1.442
201,1230,B,5,H,2,10,25.6,1.398
201,1230,B,5,H,2,20,25.7,1.334
201,1230,B,5,H,2,30,25.8,1.394
201,1230,B,5,H,2,40,25.9,1.426
201,1230,B,5,H,2,50,26,1.45
201,1230,B,5,H,2,60,26.1,1.399
201,1230,B,5,H,2,70,26.2,1.426
201,1230,B,5,H,2,80,26.3,1.198
201,1230,B,5,H,2,90,26.4,1.453
201,1230,B,5,H,2,100,26.5,1.43
201,1230,B,5,H,2,110,26.6,1.389
201,1230,B,5,H,2,120,26.7,1.442
201,1230,B,5,H,2,130,26.8,1.406
201,1230,B,5,H,2,140,26.9,1.486
201,1230,B,5,H,3,10,27.1,1.49
201,1230,B,5,H,3,20,27.2,1.417
201,1230,B,5,H,3,30,27.3,1.369
201,1230,B,5,H,3,40,27.4,1.438
201,1230,B,5,H,3,50,27.5,1.402
201,1230,B,5,H,3,60,27.6,1.362
201,1230,B,5,H,3,70,27.7,1.453
201,1230,B,5,H,3,80,27.8,1.405
201,1230,B,5,H,3,90,27.9,1.299
201,1230,B,5,H,3,100,28,1.386
201,1230,B,5,H,3,110,28.1,1.491
201,1230,B,5,H,3,120,28.2,1.357
201,1230,B,5,H,3,130,28.3,0.913
201,1230,B,5,H,4,10,28.6,1.35
201,1230,B,5,H,4,20,28.7,1.421
201,1230,B,5,H,4,30,28.8,1.448
201,1230,B,5,H,4,40,28.9,1.324
201,1230,B,5,H,4,50,29,1.299
201,1230,B,5,H,4,60,29.1,1.346
201,1230,B,5,H,4,70,29.2,1.367
201,1230,B,5,H,4,80,29.3,1.425
201,1230,B,5,H,4,90,29.4,1.434
201,1230,B,5,H,4,100,29.5,1.443
201,1230,B,5,H,4,110,29.6,1.459
201,1230,B,5,H,4,120,29.7,1.457
201,1230,B,5,H,4,130,29.8,1.344
201,1230,B,5,H,4,140,29.9,1.357
201,1230,B,5,H,5,10,30.14,1.401
201,1230,B,5,H,5,20,30.24,1.419
201,1230,B,5,H,5,30,30.34,1.422
201,1230,B,5,H,5,40,30.44,1.422
201,1230,B,5,H,5,50,30.54,1.373
201,1230,B,5,H,5,60,30.64,1.435
201,1230,B,5,H,5,70,30.74,1.466
201,1230,B,5,H,5,80,30.84,1.437
201,1230,B,5,H,5,90,30.94,1.464
201,1230,B,5,H,5,100,31.04,1.478
201,1230,B,5,H,5,110,31.14,1.267
201,1230,B,5,H,5,120,31.24,1.364
201,1230,B,5,H,5,130,31.34,1.357
201,1230,B,5,H,5,140,31.44,1.38
201,1230,B,5,H,6,10,31.68,1.457
201,1230,B,5,H,6,20,31.78,1.51
201,1230,B,5,H,6,30,31.88,1.465
201,1230,B,5,H,6,40,31.98,0.971
201,1230,B,5,H,6,50,32.08,1.532
201,1230,B,5,H,6,60,32.18,1.342
201,1230,B,5,H,6,70,32.28,1.552
201,1230,B,5,H,6,80,32.38,1.469
201,1230,B,5,H,6,90,32.48,1.522
201,1230,B,5,H,6,100,32.58,1.447
201,1230,B,5,H,6,110,32.68,1.043
201,1230,B,5,H,6,120,32.78,1.406
201,1230,B,5,H,6,130,32.88,1.43
201,1230,B,5,H,6,140,32.98,1.436
201,1230,B,5,H,7,10,33.18,1.264
201,1230,B,5,H,7,20,33.28,1.318
201,1230,B,5,H,7,30,33.38,1.402
201,1230,B,5,H,7,40,33.48,1.41
201,1230,B,5,H,7,50,33.58,1.469
201,1230,B,5,H,7,60,33.68,1.485
201,1230,B,5,H,7,70,33.78,1.441
201,1230,B,5,H,7,80,33.88,1.458
201,1230,B,6,H,1,10,33.6,1.381
201,1230,B,6,H,1,30,33.8,1.438
201,1230,B,6,H,1,40,33.9,1.366
201,1230,B,6,H,1,60,34.1,1.365
201,1230,B,6,H,1,70,34.2,1.338
201,1230,B,6,H,1,80,34.3,1.375
201,1230,B,6,H,1,90,34.4,1.245
201,1230,B,6,H,1,100,34.5,1.37
201,1230,B,6,H,1,110,34.6,1.336
201,1230,B,6,H,1,120,34.7,1.345
201,1230,B,6,H,1,130,34.8,1.417
201,1230,B,6,H,1,140,34.9,1.399
201,1230,B,6,H,2,10,35.1,1.413
201,1230,B,6,H,2,20,35.2,1.408
201,1230,B,6,H,2,30,35.3,1.349
201,1230,B,6,H,2,40,35.4,1.398
201,1230,B,6,H,2,50,35.5,1.288
201,1230,B,6,H,2,60,35.6,0.893
201,1230,B,6,H,2,70,35.7,1.329
201,1230,B,6,H,2,80,35.8,1.271
201,1230,B,6,H,2,90,35.9,1.186
201,1230,B,6,H,2,100,36,1.38
201,1230,B,6,H,2,110,36.1,1.318
201,1230,B,6,H,2,120,36.2,1.339
201,1230,B,6,H,2,130,36.3,1.423
201,1230,B,6,H,2,140,36.4,1.389
201,1230,B,6,H,3,10,36.6,1.289
201,1230,B,6,H,3,20,36.7,1.367
201,1230,B,6,H,3,30,36.8,1.326
201,1230,B,6,H,3,40,36.9,1.411
201,1230,B,6,H,3,50,37,1.391
201,1230,B,6,H,3,60,37.1,1.393
201,1230,B,6,H,3,70,37.2,1.396
201,1230,B,6,H,3,80,37.3,1.381
201,1230,B,6,H,3,90,37.4,1.377
201,1230,B,6,H,3,100,37.5,1.297
201,1230,B,6,H,3,110,37.6,1.474
201,1230,B,6,H,3,120,37.7,1.439
201,1230,B,6,H,3,130,37.8,1.434
201,1230,B,6,H,4,10,38.1,1.359
201,1230,B,6,H,4,20,38.2,1.436
201,1230,B,6,H,4,30,38.3,1.47
201,1230,B,6,H,4,40,38.4,1.399
201,1230,B,6,H,4,50,38.5,1.434
201,1230,B,6,H,4,60,38.6,1.464
201,1230,B,6,H,4,70,38.7,1.448
201,1230,B,6,H,4,80,38.8,1.468
201,1230,B,6,H,4,90,38.9,1.467
201,1230,B,6,H,4,100,39,1.477
201,1230,B,6,H,4,110,39.1,1.465
201,1230,B,6,H,4,120,39.2,1.43
201,1230,B,6,H,4,130,39.3,1.484
201,1230,B,6,H,4,140,39.4,1.52
201,1230,B,6,H,5,10,39.6,1.484
201,1230,B,6,H,5,20,39.7,1.553
201,1230,B,6,H,5,30,39.8,1.583
201,1230,B,6,H,5,40,39.9,1.066
201,1230,B,6,H,5,50,40,1.239
201,1230,B,6,H,5,60,40.1,1.61
201,1230,B,6,H,5,70,40.2,1.458
201,1230,B,6,H,5,80,40.3,1.525
201,1230,B,6,H,5,90,40.4,1.513
201,1230,B,6,H,5,100,40.5,1.58
201,1230,B,6,H,5,110,40.6,1.497
201,1230,B,6,H,5,120,40.7,1.574
201,1230,B,6,H,5,130,40.8,1.487
201,1230,B,6,H,5,140,40.9,1.569
201,1230,B,6,H,7,10,42.6,1.426
201,1230,B,6,H,7,20,42.7,1.439
201,1230,B,6,H,7,30,42.8,1.396
201,1230,B,6,H,7,40,42.9,1.47
201,1230,B,6,H,7,60,43.1,1.434
201,1230,B,6,H,7,70,43.2,1.424
201,1230,B,6,H,7,80,43.3,1.159
